WORT,WORTART,NOMEN,VERB_ADJEKTIV,VA INTERPUNKTION
yacht,N,0,0,0
zaghaft,A,0,0,0
zahl,N,3,0,0
zahlen,V,0,3,0
zählen,V,0,1,0
zahlung,N,0,0,0
zahm,A,0,0,0
zahn,N,0,0,0
zahnarzt,N,0,0,0
zange,N,0,0,0
zank,N,0,0,0
zäpfchen,N,0,0,0
zart,A,0,0,0
zauber,N,0,0,0
zauberei,N,0,0,0
zauberer,N,0,0,0
zaubern,V,0,0,0
zaudern,V,0,0,0
zebra,N,0,0,0
zeche,N,0,0,0
zeigen,V,0,0,0
zeitlos,A,0,0,0
zeitnot,N,0,0,0
zeitung,N,0,0,0
zelle,N,0,0,0
zensur,N,0,0,0
zerfall,N,0,0,0
zerlegen,V,0,0,0
zerlumpt,A,0,0,0
zerrung,N,0,0,0
zerstören,V,0,0,0
zettel,N,0,0,0
zeuge,N,0,0,0
zeugin,N,0,0,0
zeugnis,N,0,0,0
ziege,N,0,0,0
ziegel,N,0,0,0
ziehen,V,0,0,0
ziel,N,0,0,0
ziellos,A,0,0,0
zierlich,A,0,0,0
zigarette,N,0,0,0
zigarre,N,0,0,0
zimmer,N,0,0,0
zins,N,2,0,0
zirkus,N,0,0,0
zitat,N,0,0,0
zitrone,N,0,0,0
zittern,V,0,0,0
zögern,V,0,0,0
zoll,N,0,0,0
zopf,N,0,0,0
zorn,N,0,0,0
zornig,A,0,0,0
zufall,N,0,0,0
zuflucht,N,0,0,0
zugabe,N,0,0,0
zugeben,V,0,0,0
zuhause,N,0,0,0
zujubeln,V,0,0,0
zukunft,N,0,0,0
zulassen,V,0,0,0
zunehmen,V,0,0,0
zunge,N,0,0,0
zusage,N,0,0,0
zustand,N,0,0,0
zustimmen,V,0,0,0
zustimmung,N,0,0,0
zwang,N,0,0,0
zwanglos,A,0,0,0
zweck,N,0,0,0
zwecklos,A,0,0,0
zweifel,N,0,0,0
zwieback,N,0,0,0
zwiebel,N,0,0,0
zwingen,V,0,0,0
zwist,N,0,0,0
zylinder,N,0,0,0
zynismus,N,0,0,0
